System ID,UPC,EAN,Custom SKU,Manufact. SKU,Item,Vendor ID,Qty.,Price,Tax,Brand,Publish to eCom,Season,Department,MSRP,Tax Class,Default Cost,Vendor,Category,Subcategory 1,Subcategory 2,Subcategory 3,Subcategory 4,Subcategory 5,Subcategory 6,Subcategory 7,Subcategory 8,Subcategory 9
2.1E+11,,2.1E+11,,6.97778E+12,Yocan Uni Pro 3.0 Universal Adjustable Box Mod Sky Blue,,10,$29.99 ,Yes,Yocan,Yes,,,29.99,Item,19.46,Yocan,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,,2.1E+11,,6.97778E+12,Yocan Uni Pro 3.0 Universal Adjustable Box Mod Royal Purple,,0,$29.99 ,Yes,Yocan,Yes,,,29.99,Item,19.46,Yocan,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,62689,01008460670035741324120610CMP0057,Lite Label Low THC Slim Indica Pre-Rolls 10X0.35G,62689,0,$17.60 ,Yes,LITE LABEL,Yes,,,17.6,GST Only,12.32,MBLL,Cannabis,Pre-Rolled,,,,,,,,
2.1E+11,6.28251E+11,2.1E+11,63326,01006282511605421325050510TOME022,Sun & Clouds With Da Windchill Sativa Flower 4G,63326,0,$19.20 ,Yes,Sun & Clouds,Yes,,,19.2,GST Only,13.6,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.31374E+11,2.1E+11,50398,01008313740002311325090910250205GH03SY,Retro Cannabis Ghost Train Haze Cherry Oil Sativa Dispenser 1G,50398,10,$40.99 ,Yes,Retro Cannabis,Yes,,,40.99,GST Only,29.02,MBLL,Cannabis,Concentrates,,,,,,,,
2.1E+11,,2.1E+11,6.51277E+11,,Smoke Buddy Original  Blue,,2,$24.99 ,Yes,Smoke Buddy,Yes,,,24.99,Item,16.5,BOB HQ,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,,2.1E+11,6.51277E+11,,Smoke Buddy Original  Red,,0,$24.99 ,Yes,Smoke Buddy,Yes,,,24.99,Item,14.85,BOB HQ,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,,2.1E+11,6.51277E+11,,Smoke Buddy Original Glow In The Dark,,0,$24.99 ,Yes,Smoke Buddy,Yes,,,24.99,Item,15.75,BOB HQ,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,6.28943E+11,2.1E+11,61308,01006289425837591325012810W325R1,Sizzle La Kush Cake  Indica Wax 1G,61308,0,$26.80 ,Yes,sizzle,Yes,,,26.8,GST Only,18.72,MBLL,Cannabis,Concentrates,,,,,,,,
2.1E+11,8.43686E+11,2.1E+11,62800,0100843686000977132503121025DND3102,Dab Bods Dap N Dips Cherry THC Pouches X10,62800,0,$16.99 ,Yes,Dab Bods,Yes,,,16.99,GST Only,12.81,MBLL,Cannabis,Oils Ingested,,,,,,,,
2.1E+11,6.97023E+12,2.1E+11,,,SMOK X-PRIV SOLO 80W MOD Black Shell,,0,$59.99 ,Yes,SMOK,Yes,,,59.99,Item,30,Pacific Smoke,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,6.97023E+12,2.1E+11,,,SMOK X-PRIV SOLO 80W MOD Purple,,0,$59.99 ,Yes,SMOK,Yes,,,59.99,Item,30,Pacific Smoke,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,6.97023E+12,2.1E+11,,,SMOK X-PRIV SOLO 80W MOD White Shell,,2,$59.99 ,Yes,SMOK,Yes,,,59.99,Item,30,Pacific Smoke,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,6.9435E+12,2.1E+11,,,Vaporesso Gen Max 220W MOD Arctic Silver,,2,$73.99 ,Yes,Vaporesso,Yes,,,73.99,Item,43.11,Pacific Smoke,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,6.9435E+12,2.1E+11,,,Vaporesso Gen Max 220W MOD Storm Blue,,0,$73.99 ,Yes,Vaporesso,Yes,,,73.99,Item,43.11,Pacific Smoke,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,6.9435E+12,2.1E+11,,,Vaporesso Gen Max 220W MOD Platinum Gold,,3,$73.99 ,Yes,Vaporesso,Yes,,,73.99,Item,43.11,Pacific Smoke,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,,2.1E+11,,,"Red Eye Glass 12"" Dual Chamber Smoking Hearts Beaker Bong",,0,$74.99 ,Yes,Red Eye Tek,Yes,,,74.99,Item,42.75,West Coast Gifts,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,,2.1E+11,8.40264E+11,,VIBES The Cali 1/2 Gram Box 20 Pack Ultra Thin,,43,$18.99 ,Yes,Vibes,Yes,,,18.99,Item,12.75,VIBES,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,,2.1E+11,8.40264E+11,,VIBES Cali Fatty Pre-Rolled Tips (20pk),,77,$4.75 ,Yes,Vibes,Yes,,,4.75,Item,3.35,VIBES,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,,2.1E+11,8.40264E+11,,"VIBES x COOKIES 1 1/4"" Papers Ultra Thin",,264,$2.45 ,Yes,Vibes,Yes,,,2.45,Item,1.15,VIBES,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,,2.1E+11,8.40264E+11,,"VIBES X COOKIES Ultra Thin ""Cali"" Cannon Cone 1 Gram Capacity 3/Pack",,59,$5.50 ,Yes,Vibes,Yes,,,5.5,Item,2.8,VIBES,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,8.51653E+11,2.1E+11,61214,01008516530008131325061910OROM30MA25B1,Olli Original Marshmallow Square 1X10MG,61214,7,$5.30 ,Yes,olli brand,Yes,,,5.3,GST Only,3.97,MBLL,Cannabis,Edibles,,,,,,,,
2.1E+11,6.28943E+11,2.1E+11,60102,,Blast Sour Diesel Sativa Cartridge 1G,60102,0,$40.99 ,Yes,blast,Yes,,,40.99,GST Only,28.23,MBLL,Cannabis,Cartridges / Disposables,,,,,,,,
2.1E+11,8.41432E+11,2.1E+11,55568,1.00841E+31,Lord Jones Cosmic Kush X Platinum GMO Hash Infused Glass-Tip Pre-Roll 1X1G,55568,1,$18.99 ,Yes,lord jones,Yes,,,18.99,GST Only,13.33,MBLL,Cannabis,Concentrates,,,,,,,,
2.1E+11,,2.1E+11,8.14725E+11,,"VIBES Papers 1 1/4"" Ultra Thin w/Tips",,0,$3.40 ,Yes,Vibes,Yes,,,3.4,Item,2.04,VIBES,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,,2.1E+11,8.40111E+11,,Zengaz Wing Jet Rubberized Cube Lighter,Series 5-D,0,$7.99 ,Yes,Zengaz,Yes,,,7.99,Item,3,Smoke Arsenal,Cannabis Accessories,Lighters / Torches,,,,,,,,
2.1E+11,,2.1E+11,7.16165E+11,,RAW MINI DUFFLE BAG,RAW DUFFLE MINI BLACK BAG,0,$52.99 ,Yes,RAW,Yes,,,52.99,Item,25.05,HBI,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,,2.1E+11,7.16165E+11,,RAW CONE DUFFLE BAG,RAW CONE DUFFLE BAG,1,$102.99 ,Yes,RAW,Yes,,,102.99,Item,60,HBI,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,,2.1E+11,7.16165E+11,,RAW Classic Pre-Rolled Cones 70/45mm 20pk,RAW CONE SS 70/45_20_CA,52,$4.75 ,Yes,RAW,Yes,,,4.75,Item,3,HBI,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,6.28693E+11,2.1E+11,59294,,Space Race Armageddon Sativa Flower 28G,59294,0,$135.99 ,Yes,space race,Yes,,,135.99,GST Only,106.92,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,,2.1E+11,,,COOKIES x FUMA Smoke Thrower V2,,5,$299.99 ,Yes,Cookies,Yes,,,299.99,Item,228.9,FUMA,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,6.91584E+11,2.1E+11,,,STLTH LOOP MAX Battery 1000mAh Black,90191,57,$13.99 ,Yes,STLTH,Yes,,,13.99,Item,7.22,Valor Distributions,Nicotine Vape Hardware,Proprietary Batteries,,,,,,,,
2.1E+11,,2.1E+11,,,"Milky Way Glass 18"" Thugz Mansion Beaker Bong Smoke",,0,$149.99 ,Yes,Milky Way Glass,Yes,,,149.99,Item,100,Milky Way Glass,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,,2.1E+11,,,"Milky Way Glass 11"" Blood Feud Beaker Bong w/Collins Perc Purple",,0,$139.99 ,Yes,Milky Way Glass,Yes,,,139.99,Item,105,Milky Way Glass,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,8.41432E+11,2.1E+11,56336,1.00841E+30,Spinach Hitz Pineapple Paradise Sativa Disposable 0.5G,56336,0,$23.99 ,Yes,Spinach,Yes,,,23.99,GST Only,17.11,MBLL,Cannabis,Cartridges / Disposables,,,,,,,,
2.1E+11,,2.1E+11,,,"Milky Way Glass 16"" Femme Samurai Beaker Bong Teal",,0,$129.99 ,Yes,Milky Way Glass,Yes,,,129.99,Item,105,Milky Way Glass,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,,2.1E+11,,,"Milky Way Glass 15"" Skull Emperor: Legacy Beaker Bong",,0,$129.99 ,Yes,Milky Way Glass,Yes,,,129.99,Item,79.9,Milky Way Glass,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,8.41432E+11,2.1E+11,56338,1.00841E+30,Spinach Hitz Blueberry Dynamite Indica Disposable 0.5G,56338,0,$23.99 ,Yes,Spinach,Yes,,,23.99,GST Only,16,MBLL,Cannabis,Cartridges / Disposables,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63058,010084606700361113250314101507M,Toba Grown Mill A Toba Milled Indica Flower 4G,63058,0,$15.90 ,Yes,TOBA Grown,Yes,,,15.9,GST Only,10.9,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63059,010084606700362813250321101533M,Toba Grown Mill A Toba Milled Hybrid Flower 4G,63059,0,$15.90 ,Yes,TOBA Grown,Yes,,,15.9,GST Only,10.9,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63060,1.00846E+29,Toba Grown Mill A Toba Milled Sativa Flower 4G,63060,34,$15.90 ,Yes,TOBA Grown,Yes,,,15.9,GST Only,11.1,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63061,1.00846E+29,Toba Grown Mill A Toba Milled Indica Flower 7G,63061,0,$20.40 ,Yes,TOBA Grown,Yes,,,20.4,GST Only,14.43,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63062,1.00846E+29,Toba Grown Mill A Toba Milled Hybrid Flower 7G,63062,22,$20.40 ,Yes,TOBA Grown,Yes,,,20.4,GST Only,14.43,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63063,1.00846E+29,Toba Grown Mill A Toba Milled Sativa Flower 7G,63063,22,$20.40 ,Yes,TOBA Grown,Yes,,,20.4,GST Only,14.43,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,6.28693E+11,2.1E+11,59300,01006286931472931325011410SRC2503007,Space Race Weedorites Indica Pre-Rolls 20X0.4G,59300,0,$51.99 ,Yes,space race,Yes,,,51.99,GST Only,38.49,MBLL,Cannabis,Pre-Rolled,,,,,,,,
2.1E+11,6.28719E+11,2.1E+11,62543,0100628719473092132504151025073FM01,UFEELU Focus Moments CBD:CBC:CBG Tablets X15,62543,0,$27.10 ,Yes,UFEELU,Yes,,,27.1,GST Only,20.33,MBLL,Cannabis,Oils Ingested,,,,,,,,
2.1E+11,6.28693E+11,2.1E+11,63422,01006286933776831325011310L25013B,SHEEESH Trop Cherry Distillate Sativa Cartridge 1G,63422,0,$38.99 ,Yes,SHEEESH,Yes,,,38.99,GST Only,27.25,MBLL,Cannabis,Cartridges / Disposables,,,,,,,,
2.1E+11,,2.1E+11,8.101E+11,,Beamer CrossFaded Pre-Rolled Cone (Single),,0,$13.25 ,Yes,Beamer,Yes,,,13.25,Item,7.5,Smoke Arsenal,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,,2.1E+11,7.34366E+11,,Smoke Odor 13oz Candle Island Rain,,0,$15.99 ,Yes,Smoke Odor,Yes,,,15.99,Item,7.99,Smoke Arsenal,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,6.28693E+11,2.1E+11,61944,01006286934225431325090510CC-MTCC-002,Woody Nelsons Country Club Craft Hybrid Flower 14G,61944,0,$92.99 ,Yes,woody nelson,Yes,,,92.99,GST Only,70.49,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,6.28693E+11,2.1E+11,63421,01006286933778291324112510L24330D,SHEEESH Tranquilo Distillate Indica Cartridge 1G,63421,0,$38.99 ,Yes,SHEEESH,Yes,,,38.99,GST Only,27.25,MBLL,Cannabis,Cartridges / Disposables,,,,,,,,
2.1E+11,,2.1E+11,,,"18"" Double Wall Straight Tube w/Perc Blue 19mm",,0,$119.99 ,Yes,UNBRANDED,No,,,119.99,Item,35.89,Yuki,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,,2.1E+11,,,"6"" Electroplated Bubbler w/Recycler",,0,$19.99 ,Yes,UNBRANDED,No,,,19.99,Item,11.88,Yuki,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63069,010084606700371013250327101547F,Toba Grown Sativa Ounce Flower 28G,63069,6,$104.99 ,Yes,TOBA Grown,Yes,,,104.99,GST Only,77.7,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.40773E+11,2.1E+11,57165,01008407730024941325020710GATB05FE25B0,General Admissions Tiger Blood THC Gummy,57165,0,$4.80 ,Yes,General Admission,Yes,,,4.8,GST Only,3.56,MBLL,Cannabis,Edibles,,,,,,,,
2.1E+11,8.40773E+11,2.1E+11,57169,01008407730025001325031010GABR06MR25B0,General Admissions Blue Rocket THC Gummy,57169,0,$4.80 ,Yes,General Admission,Yes,,,4.8,GST Only,3.56,MBLL,Cannabis,Edibles,,,,,,,,
2.1E+11,,2.1E+11,,,Sherbinski Variable Voltage 510 Battery,,0,$9.99 ,Yes,Sherbinski,No,,,9.99,Item,0,Yuki,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,,2.1E+11,,8.50043E+11,Vessel Helix Flow Pipe Black,,0,$79.99 ,Yes,Vessel,Yes,,,79.99,Item,54.03,VESSEL (Flora Growth),Cannabis Accessories,Pipes,,,,,,,,
2.1E+11,,2.1E+11,,,Vessel Helix Flow Pipe Rose Gold,,0,$79.99 ,Yes,Vessel,No,,,79.99,Item,54.03,VESSEL (Flora Growth),Cannabis Accessories,Pipes,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63055,1.00846E+29,Toba Grown Tobies Indica Pre-Rolls 2X1G,63055,208,$8.20 ,Yes,TOBA Grown,Yes,,,8.2,GST Only,5.61,MBLL,Cannabis,Pre-Rolled,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63056,1.00846E+29,Toba Grown Tobies Hybrid Pre-Rolls 2X1G,63056,354,$8.20 ,Yes,TOBA Grown,Yes,,,8.2,GST Only,5.61,MBLL,Cannabis,Pre-Rolled,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63057,010084606700360413250411101586MPR,Toba Grown Tobies Sativa Pre-Rolls 2X1G,63057,461,$8.20 ,Yes,TOBA Grown,Yes,,,8.2,GST Only,5.61,MBLL,Cannabis,Pre-Rolled,,,,,,,,
2.1E+11,8.48876E+11,2.1E+11,61423,01008488760077431325051610ME250003965,Sticky Greens Red Razzleberry Liquid Diamonds Indica Cartridge 1G,61423,0,$36.80 ,Yes,Sticky Greens,Yes,,,36.8,GST Only,26.98,MBLL,Cannabis,Cartridges / Disposables,,,,,,,,
2.1E+11,8.48876E+11,2.1E+11,61429,01008488760077501325062610ME250007989,Sticky Greens Bubba G Liquid Diamonds Indica Cartridge 1G,61429,0,$36.80 ,Yes,Sticky Greens,Yes,,,36.8,GST Only,26.98,MBLL,Cannabis,Cartridges / Disposables,,,,,,,,
2.1E+11,6.93247E+12,2.1E+11,6.93247E+12,05P742025011600737,OXVA XLIM Replacement Pods 0.4 ohm,,88,$12.99 ,Yes,OXVA,Yes,,,12.99,Item,7.5,Nimbus Distro,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,,2.1E+11,,,COOKIES X FUMA Smoke Thrower V2 Replacement Pump,,3,$72.99 ,Yes,Cookies,Yes,,,72.99,Item,22.99,FUMA,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,8.31374E+11,2.1E+11,63887,01008313740006821325061810250617LD01SY,Retro Cannabis Liquid Honey Diamond Syringe 1G,63887,0,$44.99 ,Yes,Retro Cannabis,Yes,,,44.99,GST Only,33.76,MBLL,Cannabis,Concentrates,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63636,1.00846E+29,Toba Grown Indica Flower 10G,63636,0,$38.99 ,Yes,TOBA Grown,Yes,,,38.99,GST Only,28.42,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63637,1.00846E+29,Toba Grown Sativa Flower 10G,63637,0,$38.99 ,Yes,TOBA Grown,Yes,,,38.99,GST Only,28.42,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63638,1.00846E+29,Toba Grown Hybrid Flower 10G,63638,0,$38.99 ,Yes,TOBA Grown,Yes,,,38.99,GST Only,28.42,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.10154E+11,2.1E+11,63468,01008101540030131325100310WCEH251003,Dom Jackson Exhaust Haze Sativa Shatter 1G,63468,34,$29.40 ,Yes,flume,Yes,,,29.4,GST Only,20.57,MBLL,Cannabis,Concentrates,,,,,,,,
2.1E+11,8.10154E+11,2.1E+11,63469,01008101540030371325100310WCBC251003,Dom Jackson Bane Chamber Indica Sugar Wax 1G,63469,5,$29.40 ,Yes,flume,Yes,,,29.4,GST Only,20.57,MBLL,Cannabis,Concentrates,,,,,,,,
2.1E+11,8.46067E+11,2.1E+11,63070,,Toba Grown Hybrid Ounce Flower 28G,63070,0,$104.99 ,Yes,TOBA Grown,Yes,,,104.99,GST Only,76.3,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,,2.1E+11,8.07173E+11,,Infyniti Woodstock Virus Scale 50g x 0.01g Green Goddess,SC-HT-HTV0050,0,$16.99 ,Yes,infyniti,Yes,,,16.99,Item,9,Infyniti,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,,2.1E+11,,,Coterie Matches,,0,$0.20 ,Yes,coterie,No,,,0.2,Item,0,Yuki,Cannabis Accessories,Lighters / Torches,,,,,,,,
2.1E+11,70847002901,,70847002901,,Coke Monster Original SUGAR FREE 473mL,,0,$3.75 ,Yes,Coca Cola,No,,,3.75,Item,2.05,costco,Drinks & Snacks Products,Drinks,,,,,,,,
2.1E+11,,,70847898801,,Coke Monster Ultra Fantasy Ruby Red SUGAR FREE 473 mL,,0,$3.75 ,Yes,Coca Cola,No,,,3.75,Item,2.05,costco,Drinks & Snacks Products,Drinks,,,,,,,,
2.1E+11,,2.1E+11,,,Maphen MouthPiece  Pink & Red,,0,$11.99 ,Yes,Maphen,Yes,,,11.99,Item,6.25,West Coast Gifts,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,8.50012E+11,Vessel Core Series Device Emerald Green,VSSL-70-CR-EMR,8,$45.99 ,Yes,Vessel,Yes,,,45.99,Item,25.04,VESSEL (Flora Growth),Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,8.50012E+11,Vessel Core Series Device Emerald Green,VSSL-70-CR-EMR,8,$45.99 ,Yes,Vessel,Yes,,,45.99,Item,25.04,VESSEL (Flora Growth),Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,8.26966E+11,2.1E+11,63377,01008269660138981325011210H0012955,Mary Jones ZERO Berry Lemonade THC Beverage,63377,0,$6.59 ,Yes,Mary Jones,Yes,,,6.59,GST Only,4.54,MBLL,Cannabis,Beverages,,,,,,,,
2.1E+11,8.26966E+11,2.1E+11,63375,01008269660138811324122010H0012933,Mary Jones ZERO Col.Ahhhhh THC Beverage,63375,28,$6.59 ,Yes,Mary Jones,Yes,,,6.59,GST Only,4.54,MBLL,Cannabis,Beverages,,,,,,,,
2.1E+11,6.28719E+11,2.1E+11,62763,01006287190574691324110410FLPK24MY001,Cactus Peachy Keen Hybrid Flower 7G,62763,0,$54.99 ,Yes,cactus,Yes,,,54.99,GST Only,39.13,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,6.71149E+11,2.1E+11,61242,1.00671E+35,Big Bag O Buds Jet Fuel Pie Indica Flower 14G,61242,0,$55.99 ,Yes,Big Bag O Buds,Yes,,,55.99,GST Only,39.68,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.13358E+11,2.1E+11,,,DC Dark Crystal Clear Glass Cleaner 710mL,,244,$16.99 ,Yes,DC Glass,Yes,,,16.99,Item,5.5,DC Glass,Cannabis Accessories,Cleaning Products,,,,,,,,
2.1E+11,6.94174E+12,2.1E+11,M317NJ28D7713T,,UWELL Caliburn G3 LITE KOKO Pod Kit Space Black,90186,1,$19.99 ,Yes,Uwell,Yes,,,19.99,Item,10.46,Valor Distributions,Nicotine Vape Hardware,Pod Kit,,,,,,,,
2.1E+11,6.94174E+12,2.1E+11,,,UWELL Caliburn G3 LITE KOKO Pod Kit Pearl White,90185,0,$19.99 ,Yes,Uwell,Yes,,,19.99,Item,10.46,Valor Distributions,Nicotine Vape Hardware,Pod Kit,,,,,,,,
2.1E+11,6.94174E+12,2.1E+11,,,UWELL Caliburn G3 LITE KOKO Pod Kit Cyan,90181,5,$19.99 ,Yes,Uwell,Yes,,,19.99,Item,10.46,Valor Distributions,Nicotine Vape Hardware,Pod Kit,,,,,,,,
2.1E+11,6.71149E+11,2.1E+11,61241,1.00671E+35,Big Bag O Buds Ultra Sour Sativa Flower 14G,61241,0,$55.99 ,Yes,Big Bag O Buds,Yes,,,55.99,GST Only,39.68,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,6.94144E+11,2.1E+11,60909,1.00694E+34,Redecan Purple Churro Sativa Flower 14G,60909,0,$73.99 ,Yes,Redecan,Yes,,,73.99,GST Only,52.98,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,6.94144E+11,2.1E+11,57101,1.00694E+34,Redecan Space Cake Indica Flower 14G,57101,0,$72.99 ,Yes,Redecan,Yes,,,72.99,GST Only,51.99,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,6.28186E+11,2.1E+11,47099,0100628186229574132505301010504941-01,Back Forty Mandarin Cookies Sativa Flower 28G,47099,0,$106.99 ,Yes,Backforty,Yes,,,106.99,GST Only,82.73,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,6.28186E+11,2.1E+11,61827,0100628186000647132503261010507120-01,Back Forty Fire Breath Indica Flower 7G,61827,0,$35.60 ,Yes,Backforty,Yes,,,35.6,GST Only,24.69,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,7.16165E+11,2.1E+11,7.16165E+11,,Juicy Jay's Thai Incense Sticks (20pk) Tropical Passion,,0,$2.99 ,Yes,Juicy Jays,Yes,,,2.99,Item,1.18,HBI,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,7.16165E+11,2.1E+11,,,Juicy Jay's Thai Incense Sticks (20pk) Strawberry Fields,,0,$2.99 ,Yes,Juicy Jays,Yes,,,2.99,Item,1.18,HBI,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,7.16165E+11,2.1E+11,7.16165E+11,,Juicy Jay's Thai Incense Sticks (20pk) Cotton Candy,,0,$2.99 ,Yes,Juicy Jays,Yes,,,2.99,Item,1.18,HBI,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,7.16165E+11,2.1E+11,7.16165E+11,,Juicy Jay's Thai Incense Sticks (20pk) Chocolate Cookie Dough,,0,$2.99 ,Yes,Juicy Jays,Yes,,,2.99,Item,1.18,HBI,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,6.94144E+11,2.1E+11,63937,1.00694E+34,Broken Coast Platinum Pave Indica Flower 7G,63937,0,$58.99 ,Yes,,Yes,,,58.99,GST Only,42.25,MBLL,Cannabis,Whole Flower,,,,,,,,
2.1E+11,8.27152E+11,2.1E+11,8.27152E+11,,Kraze LUNA Luxury 42k Puff Rechargeable Disposable MB Diamond Spearmint Ice,,0,$42.99 ,Yes,Kraze,Yes,,,42.99,Item,27.93,Pacific Smoke,Nicotine Products,Disposable Devices,,,,,,,,
2.1E+11,8.27152E+11,2.1E+11,8.27152E+11,,Kraze LUNA Luxury 42k Puff Rechargeable Disposable MB Emerald Green Grape,,0,$42.99 ,Yes,Kraze,Yes,,,42.99,Item,27.93,Pacific Smoke,Nicotine Products,Disposable Devices,,,,,,,,
2.1E+11,8.27152E+11,2.1E+11,,,Kraze LUNA Luxury 42k Puff Rechargeable Disposable MB Ruby Peach Watermelon Ice,,9,$42.99 ,Yes,Kraze,Yes,,,42.99,Item,27.93,Pacific Smoke,Nicotine Products,Disposable Devices,,,,,,,,
2.1E+11,8.27152E+11,2.1E+11,8.27152E+11,,Kraze LUNA Luxury 42k Puff Rechargeable Disposable MB Topaz Banana Ice,,0,$42.99 ,Yes,Kraze,Yes,,,42.99,Item,27.93,Pacific Smoke,Nicotine Products,Disposable Devices,,,,,,,,
2.1E+11,8.27152E+11,2.1E+11,,,Kraze LUNA Luxury 42k Puff Rechargeable Disposable MB Scarlet Cherry G Ice,,0,$42.99 ,Yes,Kraze,Yes,,,42.99,Item,27.93,Pacific Smoke,Nicotine Products,Disposable Devices,,,,,,,,
2.1E+11,,2.1E+11,8.40251E+11,,Pulsar 510 JetPack Variable Voltage Forced Air Vaporizer Abyss Black,,0,$49.99 ,Yes,Pulsar,Yes,,,49.99,Item,24.9,BOB HQ,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,,2.1E+11,8.40251E+11,,Pulsar 510 JetPack Variable Voltage Forced Air Vaporizer Inferno Red & Black,,0,$49.99 ,Yes,Pulsar,Yes,,,49.99,Item,24.9,BOB HQ,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,8.40251E+11,2.1E+11,8.40251E+11,8.40251E+11,Pulsar 510 JetPack Variable Voltage Forced Air Vaporizer Ascent White,,0,$49.99 ,Yes,Pulsar,Yes,,,49.99,Item,24.9,BOB HQ,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,,2.1E+11,8.40251E+11,,Pulsar 510 DL Scribe Battery 500mAh Black,,0,$29.99 ,Yes,Pulsar,Yes,,,29.99,Item,10,BOB HQ,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,,2.1E+11,8.40251E+11,,Pulsar 510 DL Scribe Battery 500mAh Purple,,12,$29.99 ,Yes,Pulsar,Yes,,,29.99,Item,10,BOB HQ,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,,2.1E+11,,,"3"" Twist-Out Wood & Anodized Metal Pipe",,0,$14.99 ,Yes,UNBRANDED,Yes,,,14.99,Item,3.5,BOB HQ,Cannabis Accessories,Pipes,,,,,,,,
